ID	region	location	collection_date	dataset	genus	species	sub_species	Site	blast_note	ID+species
NC_053269.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: NC_053269.1
AB085701.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085701.1
GQ368685.1	-			blast	Rhinolophus	Rhinolophus arcuatus				Rhinolophus arcuatus: GQ368685.1
KX099344.1	-			blast	Rhinolophus	Rhinolophus malayanus				Rhinolophus malayanus: KX099344.1
JQ316213.1	-			blast	Rhinolophus	Rhinolophus rouxii				Rhinolophus rouxii: JQ316213.1
EF544422.1	-			blast	Rhinolophus	Rhinolophus luctus				Rhinolophus luctus: EF544422.1
FJ185185.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: FJ185185.1
EF544412.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544412.1
AB085718.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085718.1
DQ297587.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: DQ297587.1
KR346915.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: KR346915.1
EU075214.1	-			blast	Rhinolophus	Rhinolophus rex				Rhinolophus rex: EU075214.1
GQ257328.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257328.1
GQ368680.1	-			blast	Rhinolophus	Rhinolophus arcuatus				Rhinolophus arcuatus: GQ368680.1
KJ622503.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622503.1
KT779432.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum	nippon			Rhinolophus ferrumequinum: KT779432.1
EU075207.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: EU075207.1
GQ257352.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257352.1
KC579378.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579378.1
KX099336.1	-			blast	Rhinolophus	Rhinolophus monticolus				Rhinolophus monticolus: KX099336.1
GQ257332.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257332.1
KJ622452.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622452.1
EF544402.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544402.1
EF544416.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544416.1
GQ368672.1	-			blast	Rhinolophus	Rhinolophus arcuatus				Rhinolophus arcuatus: GQ368672.1
MH029810.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029810.1
GQ257329.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257329.1
DQ297596.1	-			blast	Rhinolophus	Rhinolophus luctus				Rhinolophus luctus: DQ297596.1
KX261896.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261896.1
AB085708.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085708.1
EF544413.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544413.1
GQ257321.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257321.1
KJ622448.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622448.1
EF544406.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: EF544406.1
GQ257358.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257358.1
GQ257315.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257315.1
FJ185209.1	-			blast	Rhinolophus	Rhinolophus monoceros				Rhinolophus monoceros: FJ185209.1
AB085711.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085711.1
MH029819.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029819.1
KX099343.1	-			blast	Rhinolophus	Rhinolophus malayanus				Rhinolophus malayanus: KX099343.1
KX099348.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: KX099348.1
GQ257339.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257339.1
GQ368684.1	-			blast	Rhinolophus	Rhinolophus arcuatus				Rhinolophus arcuatus: GQ368684.1
KJ622474.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622474.1
GQ368676.1	-			blast	Rhinolophus	Rhinolophus arcuatus				Rhinolophus arcuatus: GQ368676.1
KC579382.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579382.1
KX261911.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261911.1
KX099350.1	-			blast	Rhinolophus	Rhinolophus shortridgei				Rhinolophus shortridgei: KX099350.1
KJ622444.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622444.1
KX261901.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261901.1
EF584228.1	-			blast	Rhinolophus	Rhinolophus alcyone				Rhinolophus alcyone: EF584228.1
MH029814.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: MH029814.1
KJ622459.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622459.1
GQ257364.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257364.1
KJ622463.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622463.1
KX261895.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261895.1
KC579396.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum				Rhinolophus ferrumequinum: KC579396.1
AB085709.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085709.1
KJ622476.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: KJ622476.1
AB085713.1	-			blast	Rhinolophus	Rhinolophus cornutus				Rhinolophus cornutus: AB085713.1
FJ185207.1	-			blast	Rhinolophus	Rhinolophus megaphyllus				Rhinolophus megaphyllus: FJ185207.1
GQ257346.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257346.1
KX261909.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261909.1
KX099337.1	-			blast	Rhinolophus	Rhinolophus malayanus				Rhinolophus malayanus: KX099337.1
KT783534.1	-			blast	Rhinolophus	Rhinolophus ferrumequinum	tragatus			Rhinolophus ferrumequinum: KT783534.1
EF544425.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: EF544425.1
OZ077446.1	-			blast	Rhinolophus	Rhinolophus hipposideros				Rhinolophus hipposideros: OZ077446.1
KX261898.1	-			blast	Rhinolophus	Rhinolophus macrotis				Rhinolophus macrotis: KX261898.1
KR346928.1	-			blast	Rhinolophus	Rhinolophus luctus				Rhinolophus luctus: KR346928.1
KX099353.1	-			blast	Rhinolophus	Rhinolophus shortridgei				Rhinolophus shortridgei: KX099353.1
EF217384.1	-			blast	Rhinolophus	Rhinolophus pusillus				Rhinolophus pusillus: EF217384.1
FJ457614.1	-			blast	Rhinolophus	Rhinolophus fumigatus				Rhinolophus fumigatus: FJ457614.1
KC579376.1	-			blast	Rhinolophus	Rhinolophus clivosus				Rhinolophus clivosus: KC579376.1
GQ368678.1	-			blast	Rhinolophus	Rhinolophus arcuatus				Rhinolophus arcuatus: GQ368678.1
MK976913.1	-			blast	Rhinolophus	Rhinolophus affinis				Rhinolophus affinis: MK976913.1
GQ257333.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257333.1
GQ257320.1	-			blast	Rhinolophus	Rhinolophus pearsonii				Rhinolophus pearsonii: GQ257320.1
